x,y
1.8769999742507935,0.0
1.860822503918016,0.02569810086689894
1.8442964126004897,0.050949465558646
1.8434170183752843,0.07641205360494176
1.8272089929797086,0.10103194071302855
1.825639651101451,0.12625379755213162
1.8077770324306819,0.15012740947392839
1.7906016354926972,0.1736285465734349
1.7880333148797884,0.19833797945507287
1.785124032525367,0.22300959108230778
1.7660266239839428,0.24543621609993949
1.7624690716389388,0.26979945201900607
1.7437809251629472,0.2916369466360576
1.7395875190618042,0.3156885920171067
1.7350623893931658,0.33968003844592476
1.714548390923492,0.3603161458447918
1.7094093974585576,0.38395757793687535
1.7039444351203001,0.40752579280009016
1.698154546027488,0.43101629618954884
1.6775541968838632,0.4505339906827916
1.6711729341139767,0.4736559769791861
1.6644729938176466,0.4966876413752868
1.6574556536127412,0.5196245919415153
1.634922476337105,0.5374656690157877
1.6273448596582312,0.5599906755891311
1.6345129160619982,0.5878235172819549
1.611260170728406,0.6047160583506183
1.6027561656817972,0.6269079058137828
1.5939465295661683,0.6489802076233202
1.5848329422992515,0.6709287547913995
1.5754171417595078,0.6927493619290771
1.5657009234547294,0.7144378680444139
1.5556861401796533,0.7359901373359377
1.545374701662648,0.7574020599813035
1.5347685742015476,0.778669552920999
1.5238697802886965,0.7997885606369477
1.5126803982252766,0.8207550559258586
1.5012025617249962,0.8415650406671781
1.4894384595072099,0.8622145465854943
1.4911255434006965,0.8909060410959185
1.4786810639661325,0.9114116914497044
1.4659546134594887,0.9317435438574643
1.4529486186994884,0.9518977212192881
1.4520978931130042,0.9802630354101675
1.4384232255322822,1.000221242537913
1.4244742636842618,1.0199887165434531
1.4231327227259056,1.049055421373007
1.4085108793207803,1.0686070963831136
1.4054441372170532,1.097185376295087
1.390159365359877,1.116488204906708
1.3869447784922613,1.1457684192834858
1.370990898902386,1.164811162524275
1.3547755837785094,1.183631786837412
1.3613632834110931,1.2229432397500424
1.3443461543555428,1.2416253760050269
1.3379503048899897,1.270399184200199
1.3202801004259062,1.2887534915534107
1.3023581305173086,1.3068620453005773
1.2953243402213668,1.3362094286098867
1.2877263540384127,1.3656096588895437
1.2788853446098154,1.3943156471103246
1.2701609051873854,1.4237820218768715
1.250379137398505,1.4411856173459412
1.2400315575852614,1.469779116681329
1.2392785319190684,1.5107298585176245
1.1989708717500764,1.5034619264666265
1.1689061062713586,1.5080193916550813
1.138344170187751,1.5112367116484469
1.099059502992403,1.5017952564707253
1.0689468337245223,1.5037878082502418
1.0395585070688314,1.5060605125462208
1.0014065201155729,1.4945186752544595
0.9719516297254694,1.4947906215479088
0.9432153689801596,1.4953824899753803
0.9224760603126702,1.508264546343035
0.8857529239209719,1.4941923296579573
0.865035528674864,1.5062810144104664
0.8290876844557891,1.4909894401409083
0.8084199199148401,1.5022959536032987
0.7802114203428432,1.499123188057525
0.7455055084701907,1.482060277646139
0.7249690137693945,1.4922134762862116
0.6975017900508316,1.487595467461602
0.6707136500812264,1.4834174287463113
0.6501655458717454,1.4925377151934534
0.6233067806083855,1.4866178461029782
0.5971105804999272,1.481171146016944
0.5766005123877301,1.489275279541131
0.5504102313722696,1.4820963139147407
0.5248644083891209,1.475423093561915
0.5044406020966042,1.4825301451120272
0.4789763216753265,1.4741375564901864
0.4585746422762685,1.4806110730511493
0.4335633681627887,1.4714546971443343
0.41320306564280057,1.4773013729446602
0.3889233864064208,1.4683663581521025
0.3686099862371213,1.4735969056336187
0.3445583351016729,1.4629725276916015
0.3243236470472025,1.467590963120989
0.30402711341379873,1.4719295422599763
0.28084154338800627,1.4612570384837946
0.2606366192188913,1.464995787616174
0.24038199400961602,1.4684551753345925
0.21771505732794524,1.4558104829391567
0.19759136215942416,1.4586780529036676
0.17742998810964897,1.4612674661889458
0.157234779769853,1.4635782290173551
0.13700958818316195,1.4656099007473755
0.11556847909256561,1.4524093695175464
0.09648468729381462,1.4688344745207564
0.07541628622934808,1.455046883709765
0.055316702961770034,1.455949556954349
0.035206571300479376,1.456574593819139
0.015089726065250584,1.4569218751152724
-0.0050299966439242135,1.4569913346193544
-0.025148760178344696,1.4567829590860877
-0.04526272807221645,1.456296788250797
-0.06536806477423028,1.4555329148218523
-0.08546093637896696,1.4544914844629913
-0.10553751135798835,1.4531726957655404
-0.12559396129047504,1.4515768002105476
-0.14562646159327156,1.4497041021208255
-0.16563119225019965,1.4475549586029206
-0.1856043385405007,1.4451297794790157
-0.20554209176626861,1.4424290272087819
-0.22776158785442682,1.4542725561327499
-0.24782157198274324,1.450988792817799
-0.26783429878421655,1.4474283390957974
-0.2877959520132959,1.443591873912988
-0.31104732677394803,1.4551266836663288
-0.3511118621819501,1.4459822147060146
-0.37478598152663045,1.4555220819759178
-0.39484920194754525,1.4502079750124728
-0.41483712820564406,1.444617326536853
-0.4347459487846148,1.4387512026350335
-0.4594109653992401,1.4478614322916559
-0.4793603331414844,1.4413794896754955
-0.5041480258843263,1.4487894560486432
-0.529572468033845,1.4567267599934537
-0.5496375653741506,1.449275128783372
-0.5695978518141609,1.4415471339464334
-0.5951539113819977,1.4474173554530667
-0.6150842044993946,1.4390610134651645
-0.6413881330483328,1.4450543828187614
-0.6679736866723998,1.450593038398913
-0.6879408889968,1.4412308428507905
-0.7144247741469026,1.4450402088486658
-0.7415993300630017,1.4492806843271273
-0.761541390534151,1.4389019350938794
-0.5423293532053302,0.991352037308326
-0.5407147859054611,0.9567802621265681
-0.545811466464169,0.9354029737327326
-0.5586761806360573,0.9277768079563713
-0.5714343603256705,0.9199737235546447
-0.5840835726638169,0.9119952085049996
-0.6054357752020546,0.9171959833085076
-0.618043388512062,0.9087482157387168
-0.6397129017834787,0.9132318569556686
-1.0249003463180755,1.4209444710796653
-1.0164059212609846,1.3689207974046327
-1.026104680805684,1.3428363181839478
-1.0253893597293695,1.304169387269055
-1.0238054765158051,1.2657829255325908
-1.0213607044446487,1.2276934961766468
-1.0278145600677864,1.2013151695669209
-1.0238286494371427,1.1637331089095124
-1.0190047951096695,1.1264947358022614
-1.0235668567584513,1.1005998150163459
-1.0172442278145184,1.0639540353797694
-1.0213244687846132,1.039107972967176
-1.0242037152293353,1.013650682303621
-1.0157707584949394,0.9779108712244495
-1.01822895734338,0.9535380103658095
-1.0194705072964962,0.928612267159983
-1.0202201819122108,0.9038362000985112
-1.0212398319127978,0.8798712061502143
-1.0210277687947753,0.8554100426582294
-1.0211125974330093,0.831756061750615
-1.0199570643342941,0.8076438475176468
-1.006445579224959,0.7745755273773385
-1.0170455464738977,0.7606039100287061
-1.015316328957605,0.7376704821147717
-1.0123329078711187,0.7143549478209087
-1.009726652715381,0.6918294809892964
-1.0191836868639856,0.6778204455459135
-1.0150026010044175,0.6550065544082713
-1.0103884658073419,0.6324391063106019
-1.0062020366944315,0.6106443884205834
-1.0145383414704277,0.5966917641831538
-1.0087789472553936,0.5747051997122913
-1.0166187307165033,0.5607204181750566
-1.0110312735104587,0.5395663326901012
-1.0183856180541138,0.5255537996526766
-1.011227471532978,0.5043004957765761
-1.0180948199049744,0.49028861592549533
-0.4888052591960147,0.22713518296094803
-0.4636043321905281,0.20768976779330636
-0.4434739257699844,0.191363233317138
-0.4368386236485304,0.18138634848303975
-0.4365154330169237,0.17422478473937136
-0.43234313677673675,0.16567562174472353
-0.4317737820173249,0.1586549994155051
